datetime,temp,feelslike,precip,snow,windspeed,cloudcover,visibility,uvindex,conditions
2020-01-01 00:00:00,41,34,0.0,0.0,10,97,9,0,0
2020-01-01 01:00:00,39,33,0.0,0.0,9,92,9,0,0
2020-01-01 02:00:00,39,32,0.0,0.0,9,85,9,0,1
2020-01-01 03:00:00,39,30,0.0,0.0,14,54,9,0,1
2020-01-01 04:00:00,38,31,0.0,0.0,12,97,9,0,0
2020-01-01 05:00:00,38,32,0.0,0.0,7,100,9,0,0
2020-01-01 06:00:00,37,32,0.0,0.0,6,91,9,0,0
2020-01-01 07:00:00,37,30,0.0,0.0,9,100,9,0,0
2020-01-01 08:00:00,37,30,0.0,0.0,8,86,9,0,1
2020-01-01 09:00:00,37,29,0.0,0.0,12,86,9,1,1
2020-01-01 10:00:00,38,32,0.0,0.0,7,86,9,2,1
2020-01-01 11:00:00,38,30,0.0,0.0,12,50,9,2,1
2020-01-01 12:00:00,39,31,0.0,0.0,13,82,9,2,1
2020-01-01 13:00:00,38,31,0.0,0.0,9,100,9,1,0
2020-01-01 14:00:00,38,30,0.0,0.0,11,100,9,1,0
2020-01-01 15:00:00,38,30,0.0,0.0,12,100,9,1,0
2020-01-01 16:00:00,38,30,0.0,0.0,11,91,9,0,0
2020-01-01 17:00:00,38,32,0.0,0.0,7,91,9,0,0
2020-01-01 18:00:00,38,31,0.0,0.0,8,97,9,0,0
2020-01-01 19:00:00,37,29,0.0,0.0,10,97,9,0,0
2020-01-01 20:00:00,36,29,0.0,0.0,9,88,9,0,1
2020-01-01 21:00:00,35,27,0.0,0.0,10,4,9,0,2
2020-01-01 22:00:00,35,29,0.0,0.0,6,0,9,0,2
2020-01-01 23:00:00,35,28,0.0,0.0,8,0,9,0,2
2020-01-02 00:00:00,34,29,0.0,0.0,5,0,9,0,2
2020-01-02 01:00:00,34,34,0.0,0.0,1,0,9,0,2
2020-01-02 02:00:00,34,27,0.0,0.0,8,0,9,0,2
2020-01-02 03:00:00,34,28,0.0,0.0,6,0,9,0,2
2020-01-02 04:00:00,34,28,0.0,0.0,6,4,9,0,2
2020-01-02 05:00:00,34,27,0.0,0.0,8,4,9,0,2
2020-01-02 06:00:00,34,28,0.0,0.0,6,4,9,0,2
2020-01-02 07:00:00,34,29,0.0,0.0,5,4,9,0,2
2020-01-02 08:00:00,35,35,0.0,0.0,0,4,9,0,2
2020-01-02 09:00:00,38,35,0.0,0.0,3,4,9,1,2
2020-01-02 10:00:00,41,36,0.0,0.0,7,4,9,3,2
2020-01-02 11:00:00,43,39,0.0,0.0,5,4,9,4,2
2020-01-02 12:00:00,45,41,0.0,0.0,5,4,9,4,2
2020-01-02 13:00:00,46,46,0.0,0.0,2,4,9,3,2
2020-01-02 14:00:00,47,44,0.0,0.0,6,4,9,2,2
2020-01-02 15:00:00,48,45,0.0,0.0,8,15,9,2,2
2020-01-02 16:00:00,48,45,0.0,0.0,7,17,9,1,2
2020-01-02 17:00:00,47,43,0.0,0.0,10,15,9,0,2
2020-01-02 18:00:00,47,44,0.0,0.0,7,4,9,0,2
2020-01-02 19:00:00,47,43,0.0,0.0,8,4,9,0,2
2020-01-02 20:00:00,47,45,0.0,0.0,3,4,9,0,2
2020-01-02 21:00:00,47,44,0.0,0.0,6,56,9,0,1
2020-01-02 22:00:00,46,44,0.0,0.0,4,31,9,0,1
2020-01-02 23:00:00,46,44,0.0,0.0,4,26,9,0,1
2020-01-03 00:00:00,47,44,0.0,0.0,4,92,9,0,0
2020-01-03 01:00:00,47,44,0.0,0.0,4,91,9,0,0
2020-01-03 02:00:00,47,45,0.0,0.0,6,86,9,0,1
2020-01-03 03:00:00,47,44,0.0,0.0,7,100,9,0,0
2020-01-03 04:00:00,47,44,0.01,0.0,5,100,9,0,3
2020-01-03 05:00:00,45,45,0.016,0.0,0,100,7,0,3
2020-01-03 06:00:00,44,41,0.016,0.0,5,100,9,0,3
2020-01-03 07:00:00,45,43,0.02,0.0,3,100,8,0,3
2020-01-03 08:00:00,45,43,0.013,0.0,4,67,8,0,4
2020-01-03 09:00:00,45,45,0.01,0.0,1,63,1,0,4
2020-01-03 10:00:00,45,45,0.02,0.0,1,81,1,0,4
2020-01-03 11:00:00,45,43,0.012,0.0,3,97,3,1,3
2020-01-03 12:00:00,45,42,0.002,0.0,5,94,5,1,3
2020-01-03 13:00:00,47,47,0.0,0.0,0,61,6,1,1
2020-01-03 14:00:00,47,45,0.0,0.0,4,62,6,1,1
2020-01-03 15:00:00,47,46,0.0,0.0,3,77,7,0,1
2020-01-03 16:00:00,48,48,0.0,0.0,1,80,8,0,1
2020-01-03 17:00:00,47,45,0.0,0.0,4,100,9,0,0
2020-01-03 18:00:00,47,47,0.0,0.0,3,45,9,0,1
2020-01-03 19:00:00,48,46,0.0,0.0,4,47,9,0,1
2020-01-03 20:00:00,48,45,0.0,0.0,6,92,9,0,0
2020-01-03 21:00:00,47,46,0.0,0.0,3,100,8,0,0
2020-01-03 22:00:00,47,46,0.012,0.0,3,86,5,0,4
2020-01-03 23:00:00,47,47,0.014,0.0,0,73,6,0,4
2020-01-04 00:00:00,47,47,0.016,0.0,0,92,4,0,3
2020-01-04 01:00:00,47,47,0.0,0.0,0,85,5,0,1
2020-01-04 02:00:00,47,46,0.024,0.0,3,100,3,0,3
2020-01-04 03:00:00,47,45,0.029,0.0,4,61,2,0,4
2020-01-04 04:00:00,46,46,0.071,0.0,0,100,0,0,3
2020-01-04 05:00:00,46,46,0.088,0.0,0,97,1,0,3
2020-01-04 06:00:00,46,46,0.037,0.0,1,97,1,0,3
2020-01-04 07:00:00,47,44,0.0,0.0,6,97,7,0,0
2020-01-04 08:00:00,47,45,0.0,0.0,4,97,3,0,0
2020-01-04 09:00:00,47,44,0.0,0.0,6,100,1,0,0
2020-01-04 10:00:00,47,44,0.0,0.0,7,100,1,0,0
2020-01-04 11:00:00,48,47,0.0,0.0,4,100,1,0,0
2020-01-04 12:00:00,49,48,0.0,0.0,3,100,1,0,0
2020-01-04 13:00:00,49,47,0.0,0.0,4,100,1,1,0
2020-01-04 14:00:00,48,45,0.0,0.0,5,100,2,1,0
2020-01-04 15:00:00,49,47,0.0,0.0,5,92,8,1,0
2020-01-04 16:00:00,49,48,0.0,0.0,4,50,9,0,1
2020-01-04 17:00:00,50,50,0.0,0.0,1,77,9,0,1
2020-01-04 18:00:00,49,48,0.0,0.0,4,77,9,0,1
2020-01-04 19:00:00,49,46,0.0,0.0,7,50,9,0,1
2020-01-04 20:00:00,47,44,0.0,0.0,6,62,9,0,1
2020-01-04 21:00:00,45,42,0.0,0.0,6,85,9,0,1
2020-01-04 22:00:00,44,38,0.012,0.0,10,97,8,0,3
2020-01-04 23:00:00,43,37,0.01,0.0,9,67,9,0,4
2020-01-05 00:00:00,41,33,0.0,0.0,14,50,9,0,1
2020-01-05 01:00:00,39,30,0.0,0.0,20,25,9,0,1
2020-01-05 02:00:00,39,30,0.0,0.0,19,86,9,0,1
2020-01-05 03:00:00,38,30,0.0,0.0,16,75,9,0,1
2020-01-05 04:00:00,38,31,0.0,0.0,12,73,9,0,1
2020-01-05 05:00:00,38,28,0.0,0.0,23,85,9,0,1
2020-01-05 06:00:00,38,28,0.0,0.0,17,97,9,0,0
2020-01-05 07:00:00,38,29,0.0,0.0,14,8,9,0,2
2020-01-05 08:00:00,38,31,0.0,0.0,10,86,9,0,1
2020-01-05 09:00:00,38,29,0.0,0.01,15,86,9,1,1
2020-01-05 10:00:00,38,27,0.0,0.01,20,45,9,1,1
2020-01-05 11:00:00,38,29,0.0,0.01,20,26,9,4,1
2020-01-05 12:00:00,39,30,0.0,0.01,17,86,9,5,1
2020-01-05 13:00:00,39,30,0.0,0.01,19,77,9,3,1
2020-01-05 14:00:00,40,32,0.0,0.0,14,86,9,4,1
2020-01-05 15:00:00,41,35,0.0,0.0,10,97,9,2,0
2020-01-05 16:00:00,40,32,0.0,0.0,15,88,9,1,1
2020-01-05 17:00:00,38,33,0.0,0.01,7,88,9,0,1
2020-01-05 18:00:00,37,27,0.0,0.01,18,4,9,0,2
2020-01-05 19:00:00,37,30,0.0,0.01,9,26,9,0,1
2020-01-05 20:00:00,36,29,0.0,0.01,8,4,9,0,2
2020-01-05 21:00:00,36,30,0.0,0.01,6,4,9,0,2
2020-01-05 22:00:00,35,35,0.0,0.01,2,17,9,0,2
2020-01-05 23:00:00,36,36,0.0,0.01,2,91,9,0,0
2020-01-06 00:00:00,37,31,0.0,0.01,7,92,9,0,0
2020-01-06 01:00:00,32,32,0.01,0.01,2,62,1,0,5
2020-01-06 02:00:00,32,27,0.014,0.01,4,92,1,0,6
2020-01-06 03:00:00,32,24,0.016,0.01,9,54,1,0,5
2020-01-06 04:00:00,32,32,0.0,0.01,0,85,9,0,1
2020-01-06 05:00:00,33,28,0.0,0.01,4,91,9,0,0
2020-01-06 06:00:00,33,25,0.0,0.01,9,86,9,0,1
2020-01-06 07:00:00,33,27,0.0,0.01,6,75,9,0,1
2020-01-06 08:00:00,33,25,0.0,0.01,10,86,8,0,1
2020-01-06 09:00:00,35,27,0.0,0.0,9,86,9,0,1
2020-01-06 10:00:00,36,29,0.0,0.0,9,86,9,1,1
2020-01-06 11:00:00,37,30,0.0,0.0,9,97,9,1,0
2020-01-06 12:00:00,39,31,0.0,0.0,12,91,9,4,0
2020-01-06 13:00:00,43,36,0.0,0.0,11,88,9,3,1
2020-01-06 14:00:00,43,38,0.0,0.0,8,86,9,2,1
2020-01-06 15:00:00,44,39,0.0,0.0,9,50,9,1,1
2020-01-06 16:00:00,44,39,0.0,0.0,9,45,9,1,1
2020-01-06 17:00:00,44,39,0.0,0.0,7,8,9,0,2
2020-01-06 18:00:00,43,39,0.0,0.0,6,4,9,0,2
2020-01-06 19:00:00,43,38,0.0,0.0,6,4,9,0,2
2020-01-06 20:00:00,44,39,0.0,0.0,8,0,9,0,2
2020-01-06 21:00:00,43,38,0.0,0.0,8,4,9,0,2
2020-01-06 22:00:00,43,38,0.0,0.0,7,4,9,0,2
2020-01-06 23:00:00,42,40,0.0,0.0,3,15,9,0,2
2020-01-07 00:00:00,41,37,0.0,0.0,5,15,9,0,2
2020-01-07 01:00:00,41,37,0.0,0.0,6,15,9,0,2
2020-01-07 02:00:00,40,34,0.0,0.0,9,15,9,0,2
2020-01-07 03:00:00,39,33,0.0,0.0,10,15,9,0,2
2020-01-07 04:00:00,39,34,0.0,0.0,7,15,9,0,2
2020-01-07 05:00:00,39,33,0.0,0.0,9,15,9,0,2
2020-01-07 06:00:00,38,34,0.0,0.0,6,15,9,0,2
2020-01-07 07:00:00,38,35,0.0,0.0,5,15,9,0,2
2020-01-07 08:00:00,38,33,0.0,0.0,5,4,9,0,2
2020-01-07 09:00:00,39,39,0.0,0.0,1,8,9,1,2
2020-01-07 10:00:00,39,36,0.0,0.0,4,15,9,1,2
2020-01-07 11:00:00,41,41,0.0,0.0,0,17,9,2,2
2020-01-07 12:00:00,42,42,0.0,0.0,0,15,9,2,2
2020-01-07 13:00:00,42,40,0.0,0.0,4,15,9,2,2
2020-01-07 14:00:00,43,40,0.0,0.0,6,15,9,2,2
2020-01-07 15:00:00,43,40,0.0,0.0,5,15,9,1,2
2020-01-07 16:00:00,41,35,0.0,0.0,10,82,9,0,1
2020-01-07 17:00:00,40,35,0.0,0.0,7,92,5,0,0
2020-01-07 18:00:00,39,35,0.0,0.0,6,73,9,0,1
2020-01-07 19:00:00,40,36,0.0,0.0,6,94,9,0,0
2020-01-07 20:00:00,38,35,0.0,0.0,3,91,9,0,0
2020-01-07 21:00:00,37,31,0.0,0.0,6,85,9,0,1
2020-01-07 22:00:00,37,37,0.0,0.0,1,50,9,0,1
2020-01-07 23:00:00,36,33,0.0,0.0,4,62,9,0,1
2020-01-08 00:00:00,37,28,0.0,0.0,13,77,9,0,1
2020-01-08 01:00:00,36,30,0.0,0.0,6,4,9,0,2
2020-01-08 02:00:00,35,28,0.0,0.0,9,4,9,0,2
2020-01-08 03:00:00,34,28,0.0,0.0,7,4,9,0,2
2020-01-08 04:00:00,34,29,0.0,0.0,5,0,9,0,2
2020-01-08 05:00:00,34,26,0.0,0.0,10,45,9,0,1
2020-01-08 06:00:00,33,25,0.0,0.0,10,31,9,0,1
2020-01-08 07:00:00,32,25,0.0,0.0,8,26,8,0,1
2020-01-08 08:00:00,33,26,0.0,0.0,7,8,8,0,2
2020-01-08 09:00:00,34,28,0.0,0.0,6,26,8,1,1
2020-01-08 10:00:00,35,29,0.0,0.0,7,62,3,2,1
2020-01-08 11:00:00,37,29,0.0,0.0,10,50,9,4,1
2020-01-08 12:00:00,39,32,0.0,0.0,12,88,9,3,1
2020-01-08 13:00:00,41,32,0.0,0.0,17,70,9,3,1
2020-01-08 14:00:00,41,32,0.0,0.0,17,88,9,3,1
2020-01-08 15:00:00,39,31,0.0,0.0,13,88,9,3,1
2020-01-08 16:00:00,35,26,0.0,0.0,15,47,9,0,1
2020-01-08 17:00:00,35,26,0.0,0.0,13,4,9,0,2
2020-01-08 18:00:00,34,25,0.0,0.0,12,4,9,0,2
2020-01-08 19:00:00,33,23,0.0,0.0,13,4,9,0,2
2020-01-08 20:00:00,32,23,0.0,0.0,11,26,9,0,1
2020-01-08 21:00:00,31,20,0.0,0.0,15,58,9,0,1
2020-01-08 22:00:00,29,20,0.0,0.0,11,37,9,0,1
2020-01-08 23:00:00,29,20,0.0,0.0,11,63,9,0,1
2020-01-09 00:00:00,28,18,0.0,0.0,12,8,9,0,2
2020-01-09 01:00:00,27,12,0.0,0.0,23,50,9,0,1
2020-01-09 02:00:00,26,15,0.0,0.0,12,8,9,0,2
2020-01-09 03:00:00,26,18,0.0,0.0,6,4,9,0,2
2020-01-09 04:00:00,25,17,0.0,0.0,6,4,9,0,2
2020-01-09 05:00:00,25,16,0.0,0.0,7,0,9,0,2
2020-01-09 06:00:00,24,15,0.0,0.0,8,0,9,0,2
2020-01-09 07:00:00,23,9,0.0,0.0,17,0,9,0,2
2020-01-09 08:00:00,23,12,0.0,0.0,11,0,9,0,2
2020-01-09 09:00:00,24,17,0.0,0.0,5,4,9,1,2
2020-01-09 10:00:00,25,18,0.0,0.0,5,4,9,3,2
2020-01-09 11:00:00,26,21,0.0,0.0,4,4,9,4,2
2020-01-09 12:00:00,28,19,0.0,0.0,9,4,9,5,2
2020-01-09 13:00:00,31,26,0.0,0.0,5,4,9,5,2
2020-01-09 14:00:00,31,31,0.0,0.0,0,8,9,4,2
2020-01-09 15:00:00,32,32,0.0,0.0,0,15,9,3,2
2020-01-09 16:00:00,32,32,0.0,0.0,0,15,9,1,2
2020-01-09 17:00:00,32,32,0.0,0.0,1,15,9,0,2
2020-01-09 18:00:00,32,32,0.0,0.0,0,15,9,0,2
2020-01-09 19:00:00,33,27,0.0,0.0,6,15,9,0,2
2020-01-09 20:00:00,32,27,0.0,0.0,5,15,9,0,2
2020-01-09 21:00:00,33,29,0.0,0.0,4,4,9,0,2
2020-01-09 22:00:00,33,29,0.0,0.0,4,4,9,0,2
2020-01-09 23:00:00,33,27,0.0,0.0,6,15,9,0,2
2020-01-10 00:00:00,33,27,0.0,0.0,6,8,9,0,2
2020-01-10 01:00:00,33,27,0.0,0.0,6,8,9,0,2
2020-01-10 02:00:00,33,27,0.0,0.0,8,15,9,0,2
2020-01-10 03:00:00,35,31,0.0,0.0,4,26,9,0,1
2020-01-10 04:00:00,35,30,0.0,0.0,7,4,9,0,2
2020-01-10 05:00:00,36,32,0.0,0.0,5,15,9,0,2
2020-01-10 06:00:00,36,32,0.0,0.0,5,15,9,0,2
2020-01-10 07:00:00,39,32,0.0,0.0,10,86,9,0,1
2020-01-10 08:00:00,40,34,0.0,0.0,10,100,9,0,0
2020-01-10 09:00:00,41,37,0.0,0.0,6,97,9,1,0
2020-01-10 10:00:00,44,40,0.0,0.0,7,61,9,1,1
2020-01-10 11:00:00,44,38,0.0,0.0,10,100,9,1,0
2020-01-10 12:00:00,44,39,0.0,0.0,7,97,9,1,0
2020-01-10 13:00:00,46,43,0.0,0.0,7,86,9,2,1
2020-01-10 14:00:00,48,43,0.0,0.0,9,37,9,3,1
2020-01-10 15:00:00,52,52,0.0,0.0,5,4,9,2,2
2020-01-10 16:00:00,53,53,0.0,0.0,7,31,9,1,1
2020-01-10 17:00:00,53,53,0.0,0.0,8,88,9,0,1
2020-01-10 18:00:00,53,53,0.0,0.0,1,45,9,0,1
2020-01-10 19:00:00,53,53,0.0,0.0,4,97,9,0,0
2020-01-10 20:00:00,53,53,0.0,0.0,8,77,9,0,1
2020-01-10 21:00:00,53,53,0.0,0.0,9,88,9,0,1
2020-01-10 22:00:00,52,52,0.0,0.0,6,45,9,0,1
2020-01-10 23:00:00,53,53,0.0,0.0,7,88,9,0,1
2020-01-11 00:00:00,50,50,0.0,0.0,4,88,9,0,1
2020-01-11 01:00:00,53,53,0.0,0.0,5,61,9,0,1
2020-01-11 02:00:00,54,54,0.0,0.0,5,70,9,0,1
2020-01-11 03:00:00,54,54,0.0,0.0,5,88,9,0,1
2020-01-11 04:00:00,55,55,0.0,0.0,4,54,9,0,1
2020-01-11 05:00:00,55,55,0.0,0.0,5,100,9,0,0
2020-01-11 06:00:00,56,56,0.0,0.0,5,100,9,0,0
2020-01-11 07:00:00,57,57,0.0,0.0,4,86,9,0,1
2020-01-11 08:00:00,58,58,0.0,0.0,7,86,9,0,1
2020-01-11 09:00:00,58,58,0.0,0.0,11,4,9,1,2
2020-01-11 10:00:00,60,60,0.0,0.0,8,4,9,2,2
2020-01-11 11:00:00,64,64,0.0,0.0,9,4,9,3,2
2020-01-11 12:00:00,64,64,0.0,0.0,6,86,9,3,1
2020-01-11 13:00:00,66,66,0.0,0.0,7,4,9,4,2
2020-01-11 14:00:00,67,67,0.0,0.0,5,77,9,2,1
2020-01-11 15:00:00,66,66,0.0,0.0,6,97,9,1,0
2020-01-11 16:00:00,63,63,0.0,0.0,6,97,9,0,0
2020-01-11 17:00:00,61,61,0.0,0.0,7,97,9,0,0
2020-01-11 18:00:00,60,60,0.0,0.0,8,4,9,0,2
2020-01-11 19:00:00,61,61,0.0,0.0,5,97,9,0,0
2020-01-11 20:00:00,62,62,0.0,0.0,4,100,9,0,0
2020-01-11 21:00:00,61,61,0.0,0.0,1,85,9,0,1
2020-01-11 22:00:00,60,60,0.0,0.0,8,92,9,0,0
2020-01-11 23:00:00,61,61,0.0,0.0,7,94,9,0,0
2020-01-12 00:00:00,61,61,0.0,0.0,7,67,9,0,1
2020-01-12 01:00:00,55,55,0.0,0.0,12,88,8,0,1
2020-01-12 02:00:00,59,59,0.0,0.0,8,77,6,0,1
2020-01-12 03:00:00,57,57,0.012,0.0,9,100,6,0,3
2020-01-12 04:00:00,61,61,0.002,0.0,10,92,9,0,3
2020-01-12 05:00:00,63,63,0.039,0.0,6,97,9,0,3
2020-01-12 06:00:00,63,63,0.0,0.0,6,94,9,0,0
2020-01-12 07:00:00,64,64,0.0,0.0,8,97,9,0,0
2020-01-12 08:00:00,65,65,0.0,0.0,10,86,9,0,1
2020-01-12 09:00:00,66,66,0.0,0.0,15,77,9,1,1
2020-01-12 10:00:00,65,65,0.0,0.0,12,4,9,2,2
2020-01-12 11:00:00,65,65,0.0,0.0,11,4,9,2,2
2020-01-12 12:00:00,65,65,0.0,0.0,16,25,9,5,1
2020-01-12 13:00:00,66,66,0.0,0.0,16,4,9,4,2
2020-01-12 14:00:00,66,66,0.0,0.0,17,4,9,4,2
2020-01-12 15:00:00,65,65,0.0,0.0,14,4,9,3,2
2020-01-12 16:00:00,63,63,0.0,0.0,11,4,9,1,2
2020-01-12 17:00:00,60,60,0.0,0.0,13,4,9,0,2
2020-01-12 18:00:00,57,57,0.0,0.0,8,4,9,0,2
2020-01-12 19:00:00,56,56,0.0,0.0,6,4,9,0,2
2020-01-12 20:00:00,53,53,0.0,0.0,7,4,9,0,2
2020-01-12 21:00:00,51,51,0.0,0.0,6,8,9,0,2
2020-01-12 22:00:00,50,48,0.0,0.0,4,4,9,0,2
2020-01-12 23:00:00,47,44,0.0,0.0,6,8,9,0,2
2020-01-13 00:00:00,44,40,0.0,0.0,6,8,9,0,2
2020-01-13 01:00:00,41,36,0.0,0.0,7,15,9,0,2
2020-01-13 02:00:00,39,34,0.0,0.0,8,15,9,0,2
2020-01-13 03:00:00,38,33,0.0,0.0,7,15,9,0,2
2020-01-13 04:00:00,37,32,0.0,0.0,7,15,9,0,2
2020-01-13 05:00:00,37,30,0.0,0.0,9,15,9,0,2
2020-01-13 06:00:00,37,31,0.0,0.0,7,15,9,0,2
2020-01-13 07:00:00,38,31,0.0,0.0,8,15,9,0,2
2020-01-13 08:00:00,38,34,0.0,0.0,6,4,9,0,2
2020-01-13 09:00:00,40,35,0.0,0.0,8,100,9,1,0
2020-01-13 10:00:00,40,36,0.0,0.0,6,100,9,1,0
2020-01-13 11:00:00,42,39,0.0,0.0,5,94,9,1,0
2020-01-13 12:00:00,43,43,0.0,0.0,1,100,9,1,0
2020-01-13 13:00:00,44,41,0.0,0.0,6,100,5,1,0
2020-01-13 14:00:00,44,41,0.0,0.0,6,97,9,1,0
2020-01-13 15:00:00,44,41,0.0,0.0,5,100,9,1,0
2020-01-13 16:00:00,44,44,0.0,0.0,2,94,9,0,0
2020-01-13 17:00:00,44,41,0.0,0.0,5,94,8,0,0
2020-01-13 18:00:00,43,43,0.0,0.0,1,100,8,0,0
2020-01-13 19:00:00,43,41,0.0,0.0,4,100,7,0,0
2020-01-13 20:00:00,43,43,0.0,0.0,1,100,6,0,0
2020-01-13 21:00:00,43,43,0.0,0.0,1,86,6,0,1
2020-01-13 22:00:00,44,44,0.0,0.0,0,100,8,0,0
2020-01-13 23:00:00,42,42,0.0,0.0,0,88,7,0,1
2020-01-14 00:00:00,42,40,0.0,0.0,3,4,7,0,2
2020-01-14 01:00:00,41,41,0.0,0.0,0,4,8,0,2
2020-01-14 02:00:00,41,41,0.0,0.0,0,8,7,0,2
2020-01-14 03:00:00,40,37,0.0,0.0,5,4,7,0,2
2020-01-14 04:00:00,40,40,0.0,0.0,1,97,6,0,0
2020-01-14 05:00:00,40,37,0.0,0.0,5,97,6,0,0
2020-01-14 06:00:00,39,39,0.0,0.0,1,90,6,0,0
2020-01-14 07:00:00,39,35,0.0,0.0,5,100,6,0,0
2020-01-14 08:00:00,39,36,0.0,0.0,4,58,6,0,1
2020-01-14 09:00:00,40,36,0.0,0.0,5,8,7,1,2
2020-01-14 10:00:00,41,37,0.0,0.0,6,4,9,1,2
2020-01-14 11:00:00,42,39,0.0,0.0,5,77,9,1,1
2020-01-14 12:00:00,43,39,0.0,0.0,7,26,9,2,1
2020-01-14 13:00:00,43,40,0.0,0.0,5,88,9,1,1
2020-01-14 14:00:00,44,42,0.0,0.0,4,97,9,1,0
2020-01-14 15:00:00,45,41,0.0,0.0,8,94,9,1,0
2020-01-14 16:00:00,44,40,0.0,0.0,7,100,8,0,0
2020-01-14 17:00:00,40,37,0.061,0.0,4,85,7,0,4
2020-01-14 18:00:00,41,37,0.0,0.0,6,100,3,0,0
2020-01-14 19:00:00,41,38,0.01,0.0,5,100,3,0,3
2020-01-14 20:00:00,41,39,0.0,0.0,4,100,3,0,0
2020-01-14 21:00:00,41,38,0.0,0.0,4,100,3,0,0
2020-01-14 22:00:00,41,41,0.0,0.0,0,100,2,0,0
2020-01-14 23:00:00,41,41,0.0,0.0,0,100,1,0,0
2020-01-15 00:00:00,42,39,0.0,0.0,4,94,3,0,0
2020-01-15 01:00:00,42,42,0.0,0.0,2,97,1,0,0
2020-01-15 02:00:00,43,43,0.0,0.0,1,91,3,0,0
2020-01-15 03:00:00,43,38,0.0,0.0,7,100,6,0,0
2020-01-15 04:00:00,43,38,0.0,0.0,7,88,8,0,1
2020-01-15 05:00:00,43,40,0.0,0.0,4,4,8,0,2
2020-01-15 06:00:00,43,39,0.0,0.0,6,31,8,0,1
2020-01-15 07:00:00,44,39,0.0,0.0,8,15,8,0,2
2020-01-15 08:00:00,44,40,0.0,0.0,6,8,8,0,2
2020-01-15 09:00:00,45,40,0.0,0.0,8,4,9,1,2
2020-01-15 10:00:00,46,40,0.0,0.0,11,4,9,3,2
2020-01-15 11:00:00,46,43,0.0,0.0,7,4,9,4,2
2020-01-15 12:00:00,47,44,0.0,0.0,6,4,9,5,2
2020-01-15 13:00:00,48,45,0.0,0.0,8,0,9,5,2
2020-01-15 14:00:00,49,46,0.0,0.0,7,4,9,4,2
2020-01-15 15:00:00,50,47,0.0,0.0,6,4,9,3,2
2020-01-15 16:00:00,49,49,0.0,0.0,1,8,9,1,2
2020-01-15 17:00:00,48,46,0.0,0.0,4,8,9,0,2
2020-01-15 18:00:00,47,47,0.0,0.0,2,8,9,0,2
2020-01-15 19:00:00,47,47,0.0,0.0,0,8,9,0,2
2020-01-15 20:00:00,47,43,0.0,0.0,6,8,9,0,2
2020-01-15 21:00:00,47,44,0.0,0.0,4,8,9,0,2
2020-01-15 22:00:00,46,44,0.0,0.0,4,8,9,0,2
2020-01-15 23:00:00,46,43,0.0,0.0,7,92,7,0,0
2020-01-16 00:00:00,45,43,0.0,0.0,5,61,6,0,1
2020-01-16 01:00:00,46,43,0.0,0.0,6,85,6,0,1
2020-01-16 02:00:00,45,42,0.018,0.0,7,61,3,0,4
2020-01-16 03:00:00,45,43,0.047,0.0,4,86,3,0,4
2020-01-16 04:00:00,46,43,0.029,0.0,5,54,4,0,4
2020-01-16 05:00:00,46,43,0.016,0.0,5,97,7,0,3
2020-01-16 06:00:00,46,43,0.0,0.0,5,100,6,0,0
2020-01-16 07:00:00,46,40,0.0,0.0,12,91,5,0,0
2020-01-16 08:00:00,47,42,0.0,0.0,11,33,4,0,1
2020-01-16 09:00:00,48,42,0.0,0.0,14,62,6,1,1
2020-01-16 10:00:00,47,41,0.002,0.0,18,26,9,2,4
2020-01-16 11:00:00,48,43,0.0,0.0,10,70,9,3,1
2020-01-16 12:00:00,47,41,0.0,0.0,14,37,9,3,1
2020-01-16 13:00:00,46,40,0.0,0.0,12,43,9,2,1
2020-01-16 14:00:00,42,34,0.002,0.0,15,50,9,3,4
2020-01-16 15:00:00,38,30,0.0,0.0,13,51,9,2,1
2020-01-16 16:00:00,42,34,0.0,0.0,17,37,9,2,1
2020-01-16 17:00:00,39,29,0.0,0.0,19,8,9,0,2
2020-01-16 18:00:00,38,31,0.0,0.0,13,31,9,0,1
2020-01-16 19:00:00,38,31,0.0,0.0,9,4,9,0,2
2020-01-16 20:00:00,37,30,0.0,0.0,10,77,9,0,1
2020-01-16 21:00:00,37,27,0.0,0.0,19,26,8,0,1
2020-01-16 22:00:00,35,25,0.0,0.0,14,26,8,0,1
2020-01-16 23:00:00,35,26,0.0,0.0,12,82,8,0,1
2020-01-17 00:00:00,34,23,0.0,0.0,16,31,8,0,1
2020-01-17 01:00:00,33,21,0.0,0.0,18,97,8,0,0
2020-01-17 02:00:00,31,18,0.0,0.0,21,31,8,0,1
2020-01-17 03:00:00,29,16,0.0,0.0,20,4,8,0,2
2020-01-17 04:00:00,28,16,0.0,0.0,17,4,9,0,2
2020-01-17 05:00:00,26,14,0.0,0.0,14,4,9,0,2
2020-01-17 06:00:00,25,15,0.0,0.0,9,0,9,0,2
2020-01-17 07:00:00,23,9,0.0,0.0,15,0,9,0,2
2020-01-17 08:00:00,21,10,0.0,0.0,10,4,9,0,2
2020-01-17 09:00:00,21,6,0.0,0.0,20,4,9,1,2
2020-01-17 10:00:00,23,12,0.0,0.0,10,4,9,3,2
2020-01-17 11:00:00,24,12,0.0,0.0,12,0,9,5,2
2020-01-17 12:00:00,26,12,0.0,0.0,18,0,9,5,2
2020-01-17 13:00:00,27,15,0.0,0.0,13,0,9,5,2
